facility_name,facility_id,facility_type,street1,street2,city,state,postal_code,country,latitude,longitude,phone,contact,url,begin_date,end_date,begin_time,end_time,eligibility,documents,cost,currency_code,notes,file_start_date,file_end_date
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-17,2014-02-21,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-24,2014-02-28,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-03,2014-03-07,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-10,2014-03-14,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-17,2014-03-21,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-24,2014-03-28,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-31,2014-03-31,09:00:00-0500,11:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19145,US,39.9290454865666,-75.1696030642965,215-685-1803,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-10-01,2013-10-04,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19146,US,39.9290454865666,-75.1696030642965,215-685-1804,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-10-07,2013-10-11,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",1.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19147,US,39.9290454865666,-75.1696030642965,215-685-1805,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-10-14,2013-10-18,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",2.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19148,US,39.9290454865666,-75.1696030642965,215-685-1806,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-10-21,2013-10-25,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",3.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19149,US,39.9290454865666,-75.1696030642965,215-685-1807,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-10-28,2013-11-01,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",4.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19150,US,39.9290454865666,-75.1696030642965,215-685-1808,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-11-04,2013-11-08,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",5.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19151,US,39.9290454865666,-75.1696030642965,215-685-1809,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-11-11,2013-11-15,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",6.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19152,US,39.9290454865666,-75.1696030642965,215-685-1810,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-11-18,2013-11-22,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",7.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19153,US,39.9290454865666,-75.1696030642965,215-685-1811,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-11-25,2013-11-29,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",8.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19154,US,39.9290454865666,-75.1696030642965,215-685-1812,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-12-02,2013-12-06,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",9.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19155,US,39.9290454865666,-75.1696030642965,215-685-1813,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-12-09,2013-12-13,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",10.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19156,US,39.9290454865666,-75.1696030642965,215-685-1814,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-12-16,2013-12-20,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",11.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19157,US,39.9290454865666,-75.1696030642965,215-685-1815,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-12-23,2013-12-27,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",12.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19158,US,39.9290454865666,-75.1696030642965,215-685-1816,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2013-12-30,2014-01-03,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",13.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19159,US,39.9290454865666,-75.1696030642965,215-685-1817,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-01-06,2014-01-10,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",14.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19160,US,39.9290454865666,-75.1696030642965,215-685-1818,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-01-13,2014-01-17,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",15.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19161,US,39.9290454865666,-75.1696030642965,215-685-1819,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-01-20,2014-01-24,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",16.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19162,US,39.9290454865666,-75.1696030642965,215-685-1820,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-01-27,2014-01-31,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",17.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19163,US,39.9290454865666,-75.1696030642965,215-685-1821,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-03,2014-02-07,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",18.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19164,US,39.9290454865666,-75.1696030642965,215-685-1822,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-10,2014-02-14,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",19.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19165,US,39.9290454865666,-75.1696030642965,215-685-1823,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-17,2014-02-21,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",20.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19166,US,39.9290454865666,-75.1696030642965,215-685-1824,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-02-24,2014-02-28,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",21.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19167,US,39.9290454865666,-75.1696030642965,215-685-1825,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-03,2014-03-07,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",22.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19168,US,39.9290454865666,-75.1696030642965,215-685-1826,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-10,2014-03-14,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",23.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19169,US,39.9290454865666,-75.1696030642965,215-685-1827,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-17,2014-03-21,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",24.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19170,US,39.9290454865666,-75.1696030642965,215-685-1828,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-24,2014-03-28,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",25.00,USD,,2013-10-01,2014-03-31
Health Center #2,2,District Health Center,1720 S. Broad Street,,Philadelphia,Pennsylvania,19171,US,39.9290454865666,-75.1696030642965,215-685-1829,,http://www.phila.gov/health//AmbulatoryHealth/hc2.html,2014-03-31,2014-03-31,13:30:00-0500,15:00:00-0500,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",26.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-10-01,2013-10-04,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-10-07,2013-10-11,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-10-14,2013-10-18,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-10-21,2013-10-25,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-10-28,2013-11-01,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-11-04,2013-11-08,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-11-11,2013-11-15,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-11-18,2013-11-22,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-11-25,2013-11-29,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-12-02,2013-12-06,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-12-09,2013-12-13,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-12-16,2013-12-20,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-12-23,2013-12-27,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
Health Center #3,3,District Health Center,555 S. 43rd Street,,Philadelphia,Pennsylvania,19104,US,39.9488082002416,-75.2087378881276,215-685-7504,,http://www.phila.gov/health//AmbulatoryHealth/hc3.html ,2013-12-30,2014-01-03,7:30AM,4:30PM,Must be a resident of Philadelphia,"Bring proof of identity, proof of Philadelphia residency, and insurance card (if applicable)",0.00,USD,,2013-10-01,2014-03-31
